codigo,titulo,autor,ano,genero,disponivel
L00749,The BFG,Roald Dahl,1980,Infantojuvenil,nao
L00750,The Green Fairy Book,Andrew Lang,1892,Infantojuvenil,sim
L00751,A Cow Called Boy,C. Everard Palmer,1973,Infantojuvenil,nao
L00752,Lucy and the Sea Monster,Karen Dolby,1994,Infantojuvenil,sim
L00753,Percy Jackson's Greek Gods,Rick Riordan,2006,Infantojuvenil,sim
L00754,Childcraft,World Book,1937,Infantojuvenil,sim
L00755,The Foot Book,Dr. Seuss,1968,Infantojuvenil,sim
L00756,Love You Forever,Robert N. Munsch,1986,Infantojuvenil,nao
L00757,No More Monsters for Me!,Peggy Parish,1981,Infantojuvenil,sim
L00758,A Little Princess,Frances Hodgson Burnett,1905,Infantojuvenil,sim
L00759,The Secret Garden,Frances Hodgson Burnett,1911,Infantojuvenil,sim
L00760,Old Tom,Leigh Hobbs,2005,Infantojuvenil,nao
L00761,Meet the Robinsons,Apple Jordan,2007,Infantojuvenil,nao
L00762,Long time coming,Sandra Brown,1989,Infantojuvenil,sim
L00763,Ten in the Bed,Cabrera Jane,2006,Infantojuvenil,sim
L00764,And to think that I saw it on Mulberry Street,Dr. Seuss,1937,Infantojuvenil,sim
L00765,Tom Gates,Liz Pichon,2018,Infantojuvenil,sim
L00766,On top of spaghetti,Tom Glazer,1982,Infantojuvenil,nao
L00767,Tikki Tikki Tembo,Arlene Mosel,1968,Infantojuvenil,sim
L00768,I Want to Go Home!,Gordon Korman,1981,Infantojuvenil,sim
L00769,The World Almanac for Kids,Judith S. Levey,1995,Infantojuvenil,sim
L00770,Charlie and the Chocolate Factory,Roald Dahl,1964,Infantojuvenil,sim
L00771,Skellig,David Almond,1998,Infantojuvenil,nao
L00772,Clip-Clop,Nicola Smee,2006,Infantojuvenil,sim
L00773,Today Tonight Tomorrow,Rachel Lynn Solomon,2019,Infantojuvenil,sim
L00774,Pumpkin Jack,Will Hubbell,2000,Infantojuvenil,sim
L00775,Demigods & magicians,Rick Riordan,2000,Infantojuvenil,sim
L00776,My Little Pony,Scout Driggs,2005,Infantojuvenil,nao
L00777,Big Nate Blasts Off!,Lincoln Peirce,2016,Infantojuvenil,sim
L00778,"Momo oder Die seltsame Geschichte von den Zeit-Dieben und von dem Kind, das den Menschen die gestohlene Zeit zurückbrachte",Michael Ende,1973,Infantojuvenil,sim
L00779,The mitten,Jan Brett,1989,Infantojuvenil,sim
L00780,The Bronze Bow,Elizabeth George Speare,1961,Infantojuvenil,sim
L00781,"Mog, the forgetful cat",Judith Kerr,1970,Infantojuvenil,nao
L00782,Billionaire Boy,David Walliams,2010,Infantojuvenil,nao
L00783,Fear Street Fear Park - The First Scream,Robert Lawrence Stine,1996,Infantojuvenil,sim
L00784,Kingdom of Fantasy #14,Elisabetta Dami,2021,Infantojuvenil,sim
L00785,The Westing Game,Ellen Raskin,1978,Infantojuvenil,sim
L00786,The Magic World,Edith Nesbit,1959,Infantojuvenil,nao
L00787,Night Train at Deoli,Ruskin Bond,1989,Infantojuvenil,sim
L00788,The Sword of Summer,Rick Riordan,2015,Infantojuvenil,sim
L00789,"Teddy bear, teddy bear",Michael Hague,1993,Infantojuvenil,sim
L00790,The Jungle Book,Rudyard Kipling,1893,Infantojuvenil,sim
L00791,The Tower of Nero,Rick Riordan,2020,Infantojuvenil,nao
L00792,Uncle Elephant,Arnold Lobel,1981,Infantojuvenil,sim
L00793,Beauty,Robin McKinley,1978,Infantojuvenil,nao
L00794,The Baby-Sitters Club,Ann M. Martin,1989,Infantojuvenil,sim
L00795,Caps for Sale,Esphyr Slobodkina,1968,Infantojuvenil,sim
L00796,The Wrong Mirror,Emma Darcy,1986,Infantojuvenil,nao
L00797,I am not going to get up today!,Dr. Seuss,1987,Infantojuvenil,sim
L00798,When we were very young,A. A. Milne,1924,Infantojuvenil,sim
L00799,Where is the green sheep?,Mem Fox,2004,Infantojuvenil,sim
L00800,The Magician's Nephew,C. S. Lewis,1955,Infantojuvenil,sim
L00801,Wings of Fire,A. P. J. Abdul Kalam,1999,Biografia,nao
L00802,The Diary of a Young Girl- Anne Frank,Anne Frank,2001,Biografia,sim
L00803,Autobiography of a Yogi,Yogananda Paramahansa,1946,Biografia,sim
L00804,I'm Glad My Mom Died,Jennette McCurdy,2022,Biografia,nao
L00805,Fear and Loathing in Las Vegas,Hunter S. Thompson,1971,Biografia,sim
L00806,Educated,Tara Westover,2018,Biografia,nao
L00807,The worldly philosophers,Robert L. Heilbroner,1953,Biografia,sim
L00808,Persepolis 1 & 2,Marjane Satrapi,2003,Biografia,sim
L00809,Narrative of the life of Frederick Douglass,Frederick Douglass,1845,Biografia,sim
L00810,走ることについて語るときに僕の語ること,村上春樹,2006,Biografia,sim
L00811,Just Kids,Patti Smith,2006,Biografia,nao
L00812,Born a Crime,Trevor Noah,2016,Biografia,sim
L00813,Pimp,Iceberg Slim,1967,Biografia,sim
L00814,Gifted hands,Ben Carson,1990,Biografia,sim
L00815,"Girl, interrupted",Susanna Kaysen,1993,Biografia,nao
L00816,When Breath Becomes Air,Paul Kalanithi,2016,Biografia,nao
L00817,Elon Musk,Ashlee Vance,2013,Biografia,sim
L00818,All Creatures Great and Small (All Creatures Great and Small #1-2),James Herriot,1972,Biografia,sim
L00819,Papillon,Henri Charrière,1969,Biografia,sim
L00820,On Writing,Stephen King,1999,Biografia,sim
L00821,Livro do Desassossego,Fernando Pessoa,1982,Biografia,nao
L00822,Elvis and me,Priscilla Beaulieu Presley,1985,Biografia,sim
L00823,Kitchen Confidential,Anthony Bourdain,2000,Biografia,sim
L00824,I Know Why the Caged Bird Sings,Maya Angelou,1969,Biografia,sim
L00825,The Man Who Loved Only Numbers,Paul Hoffman,1998,Biografia,sim
L00826,Leonardo da Vinci,Walter Isaacson,2017,Biografia,nao
L00827,The Woman in Me,Britney Spears,2023,Biografia,sim
L00828,Tagebücher,Franz Kafka,1937,Biografia,sim
L00829,Can't Hurt Me,David Goggins,2018,Biografia,sim
L00830,Einstein,Walter Isaacson,2007,Biografia,sim
L00831,I am Malala,Malala Yousafzai,2012,Biografia,nao
L00832,Twelve against the gods,William Bolitho,1929,Biografia,sim
L00833,The Story of Philosophy,Will Durant,1926,Biografia,sim
L00834,Maybe You Should Talk to Someone,Lori Gottlieb,2019,Biografia,sim
L00835,How to sell anything to anybody,Joe Girard,1977,Biografia,sim
L00836,"The life of Olaudah Equiano, or Gustavus Vassa, the African",Olaudah Equiano,1789,Biografia,nao
L00837,The night stalker,Philip Carlo,1996,Biografia,nao
L00838,Confessions of a video vixen,Karrine Steffans,2005,Biografia,sim
L00839,Wild,Cheryl Strayed,1767,Biografia,sim
L00840,Rizal without the overcoat,Ambeth R. Ocampo,1990,Biografia,sim
L00841,Just for fun,Linus Torvalds,2001,Biografia,nao
L00842,Trump,Tony Schwartz,1987,Biografia,sim
L00843,Messi,Guillem Balague,2013,Biografia,sim
L00844,"""Surely You're Joking, Mr. Feynman""",Richard Phillips Feynman,1984,Biografia,sim
L00845,Prozac nation,Elizabeth Wurtzel,1994,Biografia,sim
L00846,My Frozen Turbulence in Kashmir,Jagmohan,1991,Biografia,nao
L00847,Ball Four,Jim Bouton,1970,Biografia,sim
L00848,Cider with Rosie,Laurie Lee,1959,Biografia,nao
L00849,The 100,Michael H. Hart,1978,Biografia,sim
L00850,A Beautiful Mind,Sylvia Nasar,1998,Biografia,sim
L00851,Christians with courage,Ruth Johnson Jay,1968,Biografia,nao
L00852,Autobiography,John Stuart Mill,1873,Biografia,sim
L00853,Travels with Charley,John Steinbeck,1962,Biografia,sim
L00854,Shoe Dog,Phil Knight,2014,Biografia,sim
L00855,Persepolis 1,Marjane Satrapi,2003,Biografia,sim
L00856,Open,Andre Agassi,2009,Biografia,nao
L00857,Life among the savages,Shirley Jackson,1953,Biografia,sim
L00858,"A child called ""it""",David J. Pelzer,1987,Biografia,sim
L00859,In the Dream House,Carmen Maria Machado,2019,Biografia,nao
L00860,Revelaciones,Karina Yapor,2001,Biografia,sim
L00861,Madame Curie,Eve Curie,1937,Biografia,nao
L00862,Boy,Roald Dahl,1984,Biografia,sim
L00863,Grinding It Out,Ray Kroc,1977,Biografia,sim
L00864,Shadow of the Almighty,Elisabeth Elliot,1958,Biografia,sim
L00865,Memorabilia,Xenophon,1650,Biografia,sim
L00866,Dictionary of National Biography,George Murray Smith,1885,Biografia,nao
L00867,Alan Turing,Andrew Hodges,1983,Biografia,sim
L00868,The Stranger Beside Me,Ann Rule,1980,Biografia,sim
L00869,Chinese Cinderella,Adeline Yen Mah,1999,Biografia,sim
L00870,The Autobiography of Benjamin Franklin,Benjamin Franklin,1791,Biografia,nao
L00871,Chronicles,Bob Dylan,2004,Biografia,nao
L00872,Terre des hommes,Antoine de Saint-Exupéry,1936,Biografia,sim
L00873,Confieso que he vivido,Pablo Neruda,1974,Biografia,sim
L00874,A princess remembers,Gayatri Devi,1976,Biografia,sim
L00875,Les confessions,Jean-Jacques Rousseau,1782,Biografia,sim
L00876,Masters of Doom,David Kushner,2003,Biografia,nao
L00877,The Girl with Seven Names,Hyeonseo Lee,2015,Biografia,sim
L00878,Autobiography,Bertrand Russell,1944,Biografia,sim
L00879,The Basketball diaries,Jim Carroll,1978,Biografia,sim
L00880,The color of water,James McBride,1995,Biografia,sim
L00881,A chance to die,Elisabeth Elliot,1987,Biografia,nao
L00882,A severe mercy,Sheldon Vanauken,1977,Biografia,sim
L00883,When I was Puerto Rican,Esmeralda Santiago,1993,Biografia,sim
L00884,Let my people go surfing,Yvon Chouinard,2005,Biografia,sim
L00885,Tuesdays with Morrie,Mitch Albom,1994,Biografia,sim
L00886,Persepolis 1-4,Marjane Satrapi,2000,Biografia,nao
L00887,Cristiano Ronaldo,Guillem Balague,2016,Biografia,sim
L00888,Mercury and me,Jim Hutton,1994,Biografia,sim
L00889,Sam Walton,Sam Walton,1900,Biografia,sim
L00890,A Piece of Cake,Cupcake Brown,2005,Biografia,sim
L00891,Jose Rizal,Gregorio F. Zaide,1984,Biografia,nao
L00892,Don't Panic,Neil Gaiman,1988,Biografia,nao
L00893,Moonwalk,Michael Jackson,1988,Biografia,sim
L00894,How to Build a Car,Adrian Newey,2017,Biografia,sim
L00895,Steve Jobs,Walter Isaacson,2011,Biografia,sim
L00896,God's tribesman,James C. Hefley,1974,Biografia,nao
L00897,A Distant Mirror,Barbara Tuchman,1600,Biografia,sim
L00898,Crying in H Mart,Michelle Zauner,2020,Biografia,sim
L00899,The minds of Billy Milligan,Daniel Keyes,1981,Biografia,sim
L00900,Longitude,Dava Sobel,1995,Biografia,sim
L00901,Debt,David Graeber,2011,Historia,nao
L00902,A People's History of the United States,Howard Zinn,1980,Historia,sim
L00903,Ringkasan sejarat filsafat,K. Bertens,1975,Historia,nao
L00904,The great conversation,Norman Melchert,1991,Historia,sim
L00905,Mga gunita ng himagsikan,Emilio Aguinaldo,1998,Historia,sim
L00906,The Lessons of History,Will Durant,1968,Historia,nao
L00907,Freedom at Midnight,Dominique Lapierre,1975,Historia,sim
L00908,The Art of War,孙武 (Sun Tzu),1900,Historia,sim
L00909,Sapiens,Yuval Noah Harari,2011,Historia,sim
L00910,The Rise and Fall of the Third Reich,William L. Shirer,1901,Historia,sim
L00911,Capitalist Realism,Mark Fisher,2009,Historia,nao
L00912,The story of art,E. H. Gombrich,1950,Historia,sim
L00913,The Age of Revolution,Eric Hobsbawm,1962,Historia,sim
L00914,Bumi Manusia,Pramoedya Ananta Toer,1972,Historia,nao
L00915,A history of the modern world,R. R. Palmer,1950,Historia,sim
L00916,21 Lessons for the 21st Century,Yuval Noah Harari,2018,Historia,nao
L00917,Art,Frederick Hartt,1969,Historia,sim
L00918,The Unfinished Nation,Alan Brinkley,1993,Historia,sim
L00919,The discovery of India,Jawaharlal Nehru,1946,Historia,sim
L00920,Art history,Marilyn Stokstad,1995,Historia,sim
L00921,Letters from a father to his daughter,Jawaharlal Nehru,1930,Historia,nao
L00922,Postwar,Tony Judt,2005,Historia,sim
L00923,The Enduring Vision,Paul S. Boyer,1987,Historia,sim
L00924,A history of the English-speaking peoples,Winston S. Churchill,1950,Historia,sim
L00925,History of art,H. W. Janson,1962,Historia,nao
L00926,The Dawn of Everything,David Graeber,2021,Historia,nao
L00927,An echo in the darkness,Francine Rivers,1994,Historia,sim
L00928,Traditions & encounters,Jerry H. Bentley,1999,Historia,sim
L00929,A History of Western Philosophy,Bertrand Russell,1945,Historia,sim
L00930,A Room of One's Own,Virginia Woolf,1929,Historia,sim
L00931,ההיסטוריה של המחר,Yuval Noah Harari,2015,Historia,nao
L00932,Letters on demonology and witchcraft,Sir Walter Scott,1830,Historia,sim
L00933,"History of Egypt, Chaldea, Syria, Babylonia, And Assyria",Gaston Maspero,1901,Historia,sim
L00934,La conquête du pain,Peter Kropotkin,1892,Historia,sim
L00935,Ioannis Zonarae Annales,"Zonaras, Joannes",1841,Historia,sim
L00936,The Mother Tongue,Bill Bryson,1656,Historia,nao
L00937,Der Untergang des Abendlandes,Oswald Spengler,1918,Historia,sim
L00938,The Silk Roads,Peter Frankopan,2015,Historia,sim
L00939,History of Africa,Kevin Shillington,1989,Historia,sim
L00940,History of the Filipino People,Teodoro A. Agoncillo,1969,Historia,sim
L00941,Ἱστορίαι,Ἡρόδοτος,1494,Historia,nao
L00942,A Walk in the Woods,Bill Bryson,1997,Historia,sim
L00943,Tragedy and hope,Carroll Quigley,1966,Historia,sim
L00944,The Eagle of the Ninth. 1400 Grundwörter.,Rosemary Sutcliff,1954,Historia,sim
L00945,Manifest der Kommunistischen Partei,Karl Marx,1848,Historia,sim
L00946,Sleep walkers,Arthur Koestler,1959,Historia,nao
L00947,Lies My Teacher Told Me,James W. Loewen,1994,Historia,nao
L00948,The Emperor of All Maladies,Siddhartha Mukherjee,2010,Historia,sim
L00949,A Study of History,Arnold J. Toynbee,1900,Historia,sim
L00950,The Outline of History,H. G. Wells,1919,Historia,sim
L00951,What happened in history,V. Gordon Childe,1942,Historia,nao
L00952,Documentary sources of Philippine history,Gregorio F. Zaide,1990,Historia,sim
L00953,America,Mary Lynn Rampolla,1998,Historia,sim
L00954,1776,David McCullough,2006,Historia,sim
L00955,History of the Decline and Fall of the Roman Empire Complete and Unabridged,Edward Gibbon,1776,Historia,sim
L00956,Islam,Karen Armstrong,2000,Historia,nao
L00957,"Guns, germs, and steel",Jared M. Diamond,1997,Historia,sim
L00958,The Destruction of black civilisation,Chancellor Williams,1971,Historia,nao
L00959,A short history of chemistry,Isaac Asimov,1965,Historia,sim
L00960,Discovering Classical Music,Ian Christians,1991,Historia,sim
L00961,"The influence of sea power upon history, 1660-1783",Alfred Thayer Mahan,1890,Historia,nao
L00962,The Great Transformation,Karl Polanyi,1944,Historia,sim
L00963,The world of William Penn,Genevieve Foster,1973,Historia,sim
L00964,A history of India,Romila Thapar,1965,Historia,sim
L00965,A history of Western architecture,David Watkin,1986,Historia,sim
L00966,"The Muqaddimah, an introduction to history",Ibn Khaldūn,1858,Historia,nao
L00967,Twelve years a slave,Solomon Northup,1853,Historia,sim
L00968,The Story of Civilization I,Will Durant,1935,Historia,sim
L00969,A short history of nearly everything,Bill Bryson,2003,Historia,nao
L00970,"Ancient, Medieval, and Non-European Art",Helen Gardner,1980,Historia,sim
L00971,America,George Brown Tindall,1984,Historia,nao
L00972,Siete breves lecciones de física,Carlo Rovelli,2014,Historia,sim
L00973,Tragedy of Hyderabad,Mir Laik Ali,1962,Historia,sim
L00974,Give Me Liberty!,Eric Foner,2004,Historia,sim
L00975,Prehispanic source materials for the study of Philippine history,William Henry Scott,1984,Historia,sim
L00976,The ascent of money,Niall Ferguson,2008,Historia,nao
L00977,America,David E. Shi,2000,Historia,sim
L00978,American Odyssey,Gary B. Nash,1991,Historia,sim
L00979,After the fact,James West Davidson,1981,Historia,sim
L00980,Anak Semua Bangsa,Pramoedya Ananta Toer,1973,Historia,nao
L00981,Philippine history and government,Gregorio F. Zaide,1938,Historia,nao
L00982,La dame de Monsoreau,Alexandre Dumas,1840,Historia,sim
L00983,"Götter, Gräber und Gelehrte",C. W. Ceram,1949,Historia,sim
L00984,The Art of Seduction,Robert Greene,2001,Historia,sim
L00985,Abraham Lincoln,Carl Sandburg,1926,Historia,sim
L00986,Osman's Dream,Caroline Finkel,2005,Historia,nao
L00987,Killers of the Flower Moon,David Grann,2017,Historia,sim
L00988,On Tyranny,Timothy Snyder,2017,Historia,sim
L00989,Before the Mayflower,Lerone Bennett,1960,Historia,sim
L00990,Mara Daughter of the Nile,Eloise Jarvis McGraw,1953,Historia,sim
L00991,Aspects of the novel,E. M. Forster,1927,Historia,nao
L00992,Las venas abiertas de América Latina,Eduardo Galeano,1971,Historia,sim
L00993,Western Civilization,Jackson J. Spielvogel,1900,Historia,sim
L00994,Heimskringla; Lives/Saga of the Norse Kings,Snorri Sturluson,1633,Historia,sim
L00995,The Warmth of Other Suns,Isabel Wilkerson,2010,Historia,sim
L00996,From slavery to freedom,John Hope Franklin,1947,Historia,nao
L00997,The history of witchcraft and demonology,Montague Summers,1926,Historia,sim
L00998,Rubicon,Tom Holland,2003,Historia,sim
L00999,The Second Common Reader,Virginia Woolf,1925,Historia,sim
L01000,Glimpses of world history,Jawaharlal Nehru,1934,Historia,sim
L01001,Jenseits von Gut und Böse,Friedrich Nietzsche,1885,Filosofia,nao
L01002,Le mythe de Sisyphe,Albert Camus,1941,Filosofia,nao
L01003,The Myth of Sisyphus and Other Essays,Albert Camus,1955,Filosofia,sim
L01004,Ἀπολογία Σωκράτους,Πλάτων,1675,Filosofia,sim
L01005,The Wisdom of Insecurity,Alan Watts,1951,Filosofia,sim
L01006,Meditations,Marcus Aurelius,2006,Filosofia,nao
L01007,The Problems of Philosophy,Bertrand Russell,1900,Filosofia,sim
L01008,Why I am an atheist,Bhagat Singh,2008,Filosofia,sim
L01009,Discours de la méthode,René Descartes,1644,Filosofia,sim
L01010,Sistematika filsafat,Sidi Gazalba,1973,Filosofia,sim
L01011,The Tao of Physics,Fritjof Capra,1975,Filosofia,nao
L01012,Der Antichrist,Friedrich Nietzsche,1895,Filosofia,sim
L01013,Think,Simon Blackburn,1999,Filosofia,nao
L01014,Φαίδων,Plato,1713,Filosofia,sim
L01015,Also sprach Zarathustra,Friedrich Nietzsche,1883,Filosofia,sim
L01016,The 48 Laws of Power,Robert Greene,1998,Filosofia,nao
L01017,The Four Agreements,Don Miguel Ruiz,1997,Filosofia,sim
L01018,Introduction to logic,Irving Marmer Copi,1953,Filosofia,sim
L01019,The theory of everything,Stephen Hawking,2002,Filosofia,sim
L01020,12 Rules for Life,Jordan B. Peterson,2015,Filosofia,sim
L01021,Indian philosophy,Sarvepalli Radhakrishnan,1923,Filosofia,nao
L01022,Sofies verden,Jostein Gaarder,1991,Filosofia,sim
L01023,A theory of justice,John Rawls,1971,Filosofia,sim
L01024,The complete works of Friedrich Nietzsche,Friedrich Nietzsche,1909,Filosofia,nao
L01025,Bluets,Maggie Nelson,2009,Filosofia,sim
L01026,Philosophische Untersuchungen,Ludwig Wittgenstein,1953,Filosofia,nao
L01027,The Open Society and Its Enemies (1+2),Karl Popper,1945,Filosofia,sim
L01028,Wille zur Macht,Friedrich Nietzsche,1909,Filosofia,sim
L01029,Tractatus logico-philosophicus,Ludwig Wittgenstein,1921,Filosofia,sim
L01030,The Kybalion,Three Initiates,1912,Filosofia,sim
L01031,The pig that wants to be eaten,Julian Baggini,2005,Filosofia,nao
L01032,Questions that matter,"Miller, Ed. L.",1984,Filosofia,sim
L01033,"Nature, Man,& Woman",Alan Watts,1958,Filosofia,sim
L01034,Συμπόσιον,Plato,1559,Filosofia,sim
L01035,Los Cuatro Acuerdos,Don Miguel Ruiz,2003,Filosofia,nao
L01036,Die Welt als Wille und Vorstellung,Arthur Schopenhauer,1819,Filosofia,nao
L01037,Physics and philosophy,Werner Heisenberg,1958,Filosofia,sim
L01038,Pengantar ilmu hukum,Tuty Saleh,1963,Filosofia,sim
L01039,Pedagogia do Oprimido,Paulo Freire,1967,Filosofia,sim
L01040,Justice,Michael J. Sandel,2007,Filosofia,sim
L01041,The guide of the perplexed of Maimonides,Moses Maimonides,1473,Filosofia,nao
L01042,Nursing,Dorothea E. Orem,1971,Filosofia,sim
L01043,Fröhliche Wissenschaft,Friedrich Nietzsche,1960,Filosofia,sim
L01044,Sein und Zeit,Martin Heidegger,1927,Filosofia,sim
L01045,Philosophy and living,Olaf Stapledon,1935,Filosofia,sim
L01046,The concept of law,H. L. A. Hart,1961,Filosofia,nao
L01047,The Human Condition,Hannah Arendt,1958,Filosofia,sim
L01048,"Be Water, My Friend",Shannon Lee,2020,Filosofia,sim
L01049,The Structure of Scientific Revolutions,Thomas S. Kuhn,1955,Filosofia,sim
L01050,What is history?,Edward Hallet Carr,1961,Filosofia,sim
L01051,The four agreements companion book,Don Miguel Ruiz,2000,Filosofia,nao
L01052,The Holographic Universe,Michael Talbot,1991,Filosofia,sim
L01053,The Nature of the Physical World,Arthur Stanley Eddington,1928,Filosofia,sim
L01054,How to Be a Stoic,Massimo Pigliucci,2017,Filosofia,sim
L01055,Historia de la filosofía,Julián Marías,1943,Filosofia,sim
L01056,Plato and Platonism,Walter Pater,1893,Filosofia,nao
L01057,Tree of Yoga,B. K. S. Iyengar,1988,Filosofia,nao
L01058,"Menschliches, Allzumenschliches",Friedrich Nietzsche,1878,Filosofia,sim
L01059,Chto takoe iskusstvo? / What is art?,Лев Толстой,1898,Filosofia,sim
L01060,Great Dialogues of Plato,Πλάτων,1956,Filosofia,sim
L01061,Κρίτων / Φαίδων / Ἀπολογία Σωκράτους,Plato,1834,Filosofia,nao
L01062,Εὐθύφρων / Κρίτων / Μένων / Φαίδων / Ἀπολογία Σωκράτους,Πλάτων,1981,Filosofia,sim
L01063,The consolations of philosophy,Alain De Botton,2000,Filosofia,sim
L01064,The structure of science,Ernest Nagel,1961,Filosofia,sim
L01065,Philosophy,Samuel Enoch Stumpf,1976,Filosofia,sim
L01066,Μένων,Plato,1869,Filosofia,nao
L01067,De l'inconvénient d'être né,Emil Cioran,1973,Filosofia,sim
L01068,Big Panda and Tiny Dragon,James Norbury,2021,Filosofia,nao
L01069,First principles,Herbert Spencer,1860,Filosofia,sim
L01070,Zur Genealogie der Moral,Friedrich Nietzsche,1887,Filosofia,sim
L01071,"History, its theory and method",B. Sheikh Ali,1978,Filosofia,nao
L01072,Πρωταγόρας,Plato,1828,Filosofia,sim
L01073,Philosophy,Louis P. Pojman,1989,Filosofia,sim
L01074,Experience and education,John Dewey,1938,Filosofia,sim
L01075,La tentation d'exister,Emil Cioran,1956,Filosofia,sim
L01076,Différence et répétition,Gilles Deleuze,1968,Filosofia,nao
L01077,101 Essays That Will Change The Way You Think,Brianna Wiest,2018,Filosofia,sim
L01078,Metaphors We Live By,George Lakoff,1980,Filosofia,sim
L01079,Die Geburt der Tragödie,Friedrich Nietzsche,1872,Filosofia,nao
L01080,La Chute,Albert Camus,1917,Filosofia,sim
L01081,Philosophical essays,Bertrand Russell,1910,Filosofia,nao
L01082,Core Questions in Philosophy,Elliott Sober,1991,Filosofia,sim
L01083,"Psychotherapy, East and West",Alan Watts,1961,Filosofia,sim
L01084,The Art of Loving,Erich Fromm,1956,Filosofia,sim
L01085,The stoic philosophy of Seneca,Seneca the Younger,1958,Filosofia,sim
L01086,Operating manual for spaceship earth,R. Buckminster Fuller,1969,Filosofia,nao
L01087,Eastern wisdom and Western thought,Purvezji Jamshedji Saher,1969,Filosofia,sim
L01088,What does it all mean?,Thomas Nagel,1987,Filosofia,sim
L01089,Utilitarianism,John Stuart Mill,1863,Filosofia,sim
L01090,Misère de la philosophie,Karl Marx,1847,Filosofia,nao
L01091,The Prince,Niccolò Machiavelli,1515,Filosofia,nao
L01092,Πολιτικά (Politiká),Aristotle,1492,Filosofia,sim
L01093,Unpopular Essays,Bertrand Russell,1901,Filosofia,sim
L01094,State and Revolution,Vladimir Il’ich Lenin,1900,Filosofia,sim
L01095,The conquest of happiness,Bertrand Russell,1930,Filosofia,sim
L01096,Democracy and Education,John Dewey,1916,Filosofia,nao
L01097,The dilemma of Muslim psychologists,Malik B. Badri,1979,Filosofia,sim
L01098,An introduction to philosophical analysis,John Hospers,1953,Filosofia,sim
L01099,Does the center hold?,Donald Palmer,1991,Filosofia,sim
L01100,The Obstacle is the Way,Ryan Holiday,2013,Filosofia,sim
L01101,I Don't Love You Anymore,Rithvik Singh,2024,Poesia,nao
L01102,Thank You for Leaving,Rithvik Singh,2025,Poesia,sim
L01103,The Raven,Edgar Allan Poe,1845,Poesia,sim
L01104,Veinte poemas de amor y una canción desesperada,Pablo Neruda,1924,Poesia,sim
L01105,"Howl, and Other Poems",Allen Ginsberg,1956,Poesia,sim
L01106,the sun and her flowers,Rupi Kaur,2017,Poesia,nao
L01107,The Odyssey,Όμηρος,1946,Poesia,sim
L01108,Pillow thoughts,Courtney Peppernell,2016,Poesia,sim
L01109,Poems,William Butler Yeats,1895,Poesia,sim
L01110,Milk and Honey,Rupi Kaur,2014,Poesia,sim
L01111,Love Is a Dog from Hell,Charles Bukowski,1977,Poesia,nao
L01112,Poems,William Wordsworth,1807,Poesia,nao
L01113,Ariel,Sylvia Plath,1965,Poesia,sim
L01114,Revolting rhymes,Roald Dahl,1982,Poesia,sim
L01115,Leaves of Grass,Walt Whitman,1855,Poesia,sim
L01116,Falling Up,Shel Silverstein,1996,Poesia,nao
L01117,Paradise Lost,John Milton,1667,Poesia,sim
L01118,The Night Before Christmas,Clement Clarke Moore,1857,Poesia,sim
L01119,The princess saves herself in this one,Amanda Lovelace,2016,Poesia,sim
L01120,A Child's Garden of Verses,Robert Louis Stevenson,1885,Poesia,sim
L01121,Poems and Prose,Edgar Allan Poe,1995,Poesia,nao
L01122,Old Possum's Book of Practical Cats,T. S. Eliot,1939,Poesia,sim
L01123,The poetical works of Sir Walter Scott,Sir Walter Scott,1800,Poesia,nao
L01124,Halloween Howls,Lee B. Hopkins,2005,Poesia,sim
L01125,Ars Amatoria,Ovid,1494,Poesia,sim
L01126,Meghadūta,Kālidāsa,1813,Poesia,nao
L01127,Save me an orange,Hayley Grace,2024,Poesia,sim
L01128,Dirty Beasts,Roald Dahl,1983,Poesia,sim
L01129,A Light in the Attic,Shel Silverstein,1981,Poesia,sim
L01130,The complete poetical works,Robert Burns,1786,Poesia,sim
L01131,Poems,Robert Frost,1923,Poesia,nao
L01132,The Song of Hiawatha and Other Poems,Henry Wadsworth Longfellow,1800,Poesia,sim
L01133,The Poems of Emily Dickinson Volume II,Emily Dickinson,1890,Poesia,sim
L01134,Gitanjali (song offerings),Rabindranath Tagore,1910,Poesia,nao
L01135,The Strength in Our Scars,Bianca Sparacino,2018,Poesia,sim
L01136,Poems,William Cowper,1782,Poesia,nao
L01137,Night sky with exit wounds,Ocean Vuong,2016,Poesia,sim
L01138,Struwwelpeter,Heinrich Hoffmann,1865,Poesia,sim
L01139,Poems,Elizabeth Barrett Browning,1844,Poesia,sim
L01140,The Colossus and Other Poems,Sylvia Plath,1960,Poesia,sim
L01141,The Last Night of the Earth Poems,Charles Bukowski,1992,Poesia,nao
L01142,Poems,William Blake,1783,Poesia,sim
L01143,Crush,Richard Siken,2004,Poesia,sim
L01144,Faerie queene,Edmund Spenser,1590,Poesia,sim
L01145,A Poetry Handbook,Mary Oliver,1994,Poesia,nao
L01146,La Divina Commedia,Dante Alighieri,1472,Poesia,nao
L01147,Sound and sense,Laurence Perrine,1956,Poesia,sim
L01148,The Ballad of Reading Gaol,Oscar Wilde,1896,Poesia,sim
L01149,Poems,Matthew Arnold,1853,Poesia,sim
L01150,The essential Rumi,Rumi (Jalāl ad-Dīn Muḥammad Balkhī),1995,Poesia,sim
